Reference	Value (lower bound)	Value	Value (upper bound)	Tolerance (lower bound)	Tolerance (upper bound)	rel. tol?	Footprint	Datasheets	Digi-Key Part Number	Manufacturer Part Number	Manufacturer	Voltage (V)	Tolerance	Temperature Coefficent	Price											
C	1.980000e-007	2.200000e-007	2.420000e-007	-1.000000e-001	1.000000e-001	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10B224KO8NNNC.pdf	1276-1112-1-ND	CL10B224KO8NNNC	Samsung Electro-Mechanics America, Inc	nan	16V	±10%	-55°C ~ 125°C	0.10000	~									
C	1.980000e-007	2.200000e-007	2.420000e-007	-1.000000e-001	1.000000e-001	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10B224KO8NFNC.pdf	1276-2010-1-ND	CL10B224KO8NFNC	Samsung Electro-Mechanics America, Inc	nan	16V	±10%	-55°C ~ 125°C	0.10000	~									
C	1.350000e-009	1.500000e-009	1.650000e-009	-1.000000e-001	1.000000e-001	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10B152KB8NNWC.pdf	1276-1959-1-ND	CL10B152KB8NNWC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	1.350000e-009	1.500000e-009	1.650000e-009	-1.000000e-001	1.000000e-001	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10B152KB8NFNC.pdf	1276-1958-1-ND	CL10B152KB8NFNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	9.000000e-010	1.000000e-009	1.100000e-009	-1.000000e-001	1.000000e-001	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10B102KB85PNC.pdf	1276-1912-1-ND	CL10B102KB85PNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	4.465000e-009	4.700000e-009	4.935000e-009	-5.000000e-002	5.000000e-002	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10B472JB8NNNC.pdf	1276-2061-1-ND	CL10B472JB8NNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.10000	~									
C	2.090000e-010	2.200000e-010	2.310000e-010	-5.000000e-002	5.000000e-002	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10C221JB8NFNC.pdf	1276-2235-1-ND	CL10C221JB8NFNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.10000	~									
C	2.090000e-010	2.200000e-010	2.310000e-010	-5.000000e-002	5.000000e-002	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10C221JB8NNWC.pdf	1276-2236-1-ND	CL10C221JB8NNWC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.10000	~									
C	9.000000e-009	1.000000e-008	1.100000e-008	-1.000000e-001	1.000000e-001	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10B103KB85PNC.pdf	1276-1920-1-ND	CL10B103KB85PNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	1.980000e-009	2.200000e-009	2.420000e-009	-1.000000e-001	1.000000e-001	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10B222KB85PNC.pdf	1276-1988-1-ND	CL10B222KB85PNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	2.970000e-009	3.300000e-009	3.630000e-009	-1.000000e-001	1.000000e-001	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10B332KB85PNC.pdf	1276-2031-1-ND	CL10B332KB85PNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	4.230000e-009	4.700000e-009	5.170000e-009	-1.000000e-001	1.000000e-001	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10B472KB85PNC.pdf	1276-2063-1-ND	CL10B472KB85PNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	6.120000e-009	6.800000e-009	7.480000e-009	-1.000000e-001	1.000000e-001	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10B682KB85PNC.pdf	1276-2100-1-ND	CL10B682KB85PNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	9.500000e-010	1.000000e-009	1.050000e-009	-5.000000e-002	5.000000e-002	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10B102JA8NNNC.pdf	1276-1910-1-ND	CL10B102JA8NNNC	Samsung Electro-Mechanics America, Inc	nan	25V	±5%	-55°C ~ 125°C	0.10000	~									
C	2.970000e-009	3.300000e-009	3.630000e-009	-1.000000e-001	1.000000e-001	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10B332KC85PNC.pdf	1276-2035-1-ND	CL10B332KC85PNC	Samsung Electro-Mechanics America, Inc	nan	100V	±10%	-55°C ~ 125°C	0.10000	~									
C	1.980000e-008	2.200000e-008	2.420000e-008	-1.000000e-001	1.000000e-001	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10B223KB8NNWC.pdf	1276-2003-1-ND	CL10B223KB8NNWC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	1.760000e-008	2.200000e-008	2.640000e-008	-2.000000e-001	2.000000e-001	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10B223MB8NNNC.pdf	1276-2006-1-ND	CL10B223MB8NNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±20%	-55°C ~ 125°C	0.10000	~									
C	9.750000e-012	1.000000e-011	1.025000e-011	-2.500000e-013	2.500000e-013	0	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10C100CB8NNWC.pdf	1276-2150-1-ND	CL10C100CB8NNWC	Samsung Electro-Mechanics America, Inc	nan	50V	±0.25pF	-55°C ~ 125°C	0.10000	~									
C	1.980000e-008	2.200000e-008	2.420000e-008	-1.000000e-001	1.000000e-001	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10B223KB8NFNC.pdf	1276-2002-1-ND	CL10B223KB8NFNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	2.500000e-013	5.000000e-013	7.500000e-013	-2.500000e-013	2.500000e-013	0	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10C0R5CB8NNNC.pdf	1276-2147-1-ND	CL10C0R5CB8NNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±0.25pF	-55°C ~ 125°C	0.10000	~									
C	9.500000e-010	1.000000e-009	1.050000e-009	-5.000000e-002	5.000000e-002	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10C102JB8NNWC.pdf	1276-2171-1-ND	CL10C102JB8NNWC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.10000	~									
C	5.000000e-013	7.500000e-013	1.000000e-012	-2.500000e-013	2.500000e-013	0	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10CR75CB8NNNC.pdf	1276-2359-1-ND	CL10CR75CB8NNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±0.25pF	-55°C ~ 125°C	0.10000	~									
C	1.080000e-010	1.200000e-010	1.320000e-010	-1.000000e-001	1.000000e-001	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10C121KB8NNNC.pdf	1276-2182-1-ND	CL10C121KB8NNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	6.460000e-010	6.800000e-010	7.140000e-010	-5.000000e-002	5.000000e-002	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10C681JB8NNNC.pdf	1276-1820-1-ND	CL10C681JB8NNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.10000	~									
C	9.500000e-010	1.000000e-009	1.050000e-009	-5.000000e-002	5.000000e-002	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10C102JA8NNNC.pdf	1276-2168-1-ND	CL10C102JA8NNNC	Samsung Electro-Mechanics America, Inc	nan	25V	±5%	-55°C ~ 125°C	0.10000	~									
C	1.140000e-010	1.200000e-010	1.260000e-010	-5.000000e-002	5.000000e-002	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10C121JB8NNWC.pdf	1276-2181-1-ND	CL10C121JB8NNWC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.10000	~									
C	6.460000e-010	6.800000e-010	7.140000e-010	-5.000000e-002	5.000000e-002	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10C681JA8NNNC.pdf	1276-2328-1-ND	CL10C681JA8NNNC	Samsung Electro-Mechanics America, Inc	nan	25V	±5%	-55°C ~ 125°C	0.10000	~									
C	5.040000e-008	5.600000e-008	6.160000e-008	-1.000000e-001	1.000000e-001	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10B563KB8SFNC.pdf	1276-2097-1-ND	CL10B563KB8SFNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	5.500000e-012	6.000000e-012	6.500000e-012	-5.000000e-013	5.000000e-013	0	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10C060DB8NNNC.pdf	1276-2134-1-ND	CL10C060DB8NNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±0.5pF	-55°C ~ 125°C	0.10000	~									
C	6.750000e-012	7.000000e-012	7.250000e-012	-2.500000e-013	2.500000e-013	0	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10C070CB8NNNC.pdf	1276-2137-1-ND	CL10C070CB8NNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±0.25pF	-55°C ~ 125°C	0.10000	~									
C	6.500000e-012	7.000000e-012	7.500000e-012	-5.000000e-013	5.000000e-013	0	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10C070DB8NNNC.pdf	1276-2138-1-ND	CL10C070DB8NNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±0.5pF	-55°C ~ 125°C	0.10000	~									
C	8.750000e-012	9.000000e-012	9.250000e-012	-2.500000e-013	2.500000e-013	0	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10C090CB8NNNC.pdf	1276-2142-1-ND	CL10C090CB8NNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±0.25pF	-55°C ~ 125°C	0.10000	~									
C	3.135000e-010	3.300000e-010	3.465000e-010	-5.000000e-002	5.000000e-002	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10C331JB8NFNC.pdf	1276-2273-1-ND	CL10C331JB8NFNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.10000	~									
C	9.000000e-009	1.000000e-008	1.100000e-008	-1.000000e-001	1.000000e-001	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10B103KC85PNC.pdf	1276-1925-1-ND	CL10B103KC85PNC	Samsung Electro-Mechanics America, Inc	nan	100V	±10%	-55°C ~ 125°C	0.10000	~									
C	7.380000e-010	8.200000e-010	9.020000e-010	-1.000000e-001	1.000000e-001	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10B821KB8NNNC.pdf	1276-2117-1-ND	CL10B821KB8NNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	4.465000e-010	4.700000e-010	4.935000e-010	-5.000000e-002	5.000000e-002	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10C471JC8NNNC.pdf	1276-2305-1-ND	CL10C471JC8NNNC	Samsung Electro-Mechanics America, Inc	nan	100V	±5%	-55°C ~ 125°C	0.10000	~									
C	6.120000e-008	6.800000e-008	7.480000e-008	-1.000000e-001	1.000000e-001	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10B683KO8NFNC.pdf	1276-2110-1-ND	CL10B683KO8NFNC	Samsung Electro-Mechanics America, Inc	nan	16V	±10%	-55°C ~ 125°C	0.10000	~									
C	5.440000e-008	6.800000e-008	8.160000e-008	-2.000000e-001	2.000000e-001	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10B683MO8NNNC.pdf	1276-2113-1-ND	CL10B683MO8NNNC	Samsung Electro-Mechanics America, Inc	nan	16V	±20%	-55°C ~ 125°C	0.10000	~									
C	7.380000e-009	8.200000e-009	9.020000e-009	-1.000000e-001	1.000000e-001	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10B822KB85PNC.pdf	1276-2118-1-ND	CL10B822KB85PNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	3.135000e-011	3.300000e-011	3.465000e-011	-5.000000e-002	5.000000e-002	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10C330JB81PNC.pdf	1276-2264-1-ND	CL10C330JB81PNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.10000	~									
C	3.705000e-011	3.900000e-011	4.095000e-011	-5.000000e-002	5.000000e-002	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10C390JB81PNC.pdf	1276-2282-1-ND	CL10C390JB81PNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.10000	~									
C	4.465000e-011	4.700000e-011	4.935000e-011	-5.000000e-002	5.000000e-002	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10C470JB81PNC.pdf	1276-2295-1-ND	CL10C470JB81PNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.10000	~									
C	9.000000e-008	1.000000e-007	1.100000e-007	-1.000000e-001	1.000000e-001	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10B104KA85PNC.pdf	1276-1930-1-ND	CL10B104KA85PNC	Samsung Electro-Mechanics America, Inc	nan	25V	±10%	-55°C ~ 125°C	0.10000	~									
C	9.000000e-008	1.000000e-007	1.100000e-007	-1.000000e-001	1.000000e-001	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10B104KO85PNC.pdf	1276-1937-1-ND	CL10B104KO85PNC	Samsung Electro-Mechanics America, Inc	nan	16V	±10%	-55°C ~ 125°C	0.10000	~									
C	1.620000e-009	1.800000e-009	1.980000e-009	-1.000000e-001	1.000000e-001	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10B182KB8NFNC.pdf	1276-1975-1-ND	CL10B182KB8NFNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	3.510000e-008	3.900000e-008	4.290000e-008	-1.000000e-001	1.000000e-001	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10B393KO8NNNC.pdf	1276-2057-1-ND	CL10B393KO8NNNC	Samsung Electro-Mechanics America, Inc	nan	16V	±10%	-55°C ~ 125°C	0.10000	~									
C	1.140000e-011	1.200000e-011	1.260000e-011	-5.000000e-002	5.000000e-002	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10C120JB81PNC.pdf	1276-2176-1-ND	CL10C120JB81PNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.10000	~									
C	2.090000e-011	2.200000e-011	2.310000e-011	-5.000000e-002	5.000000e-002	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10C220JB81PNC.pdf	1276-2226-1-ND	CL10C220JB81PNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.10000	~									
C	7.790000e-011	8.200000e-011	8.610000e-011	-5.000000e-002	5.000000e-002	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10C820JB81PNC.pdf	1276-2342-1-ND	CL10C820JB81PNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.10000	~									
C	1.080000e-008	1.200000e-008	1.320000e-008	-1.000000e-001	1.000000e-001	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10B123KA8NNNC.pdf	1276-1953-1-ND	CL10B123KA8NNNC	Samsung Electro-Mechanics America, Inc	nan	25V	±10%	-55°C ~ 125°C	0.10000	~									
C	4.480000e-009	5.600000e-009	6.720000e-009	-2.000000e-001	2.000000e-001	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10B562MB8NNNC.pdf	1276-2093-1-ND	CL10B562MB8NNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±20%	-55°C ~ 125°C	0.10000	~									
C	6.120000e-008	6.800000e-008	7.480000e-008	-1.000000e-001	1.000000e-001	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10B683KA8NNNC.pdf	1276-2106-1-ND	CL10B683KA8NNNC	Samsung Electro-Mechanics America, Inc	nan	25V	±10%	-55°C ~ 125°C	0.10000	~									
C	1.425000e-011	1.500000e-011	1.575000e-011	-5.000000e-002	5.000000e-002	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10C150JB81PNC.pdf	1276-2189-1-ND	CL10C150JB81PNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.10000	~									
C	1.710000e-011	1.800000e-011	1.890000e-011	-5.000000e-002	5.000000e-002	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10C180JB81PNC.pdf	1276-2208-1-ND	CL10C180JB81PNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.10000	~									
C	2.565000e-011	2.700000e-011	2.835000e-011	-5.000000e-002	5.000000e-002	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10C270JB81PNC.pdf	1276-2247-1-ND	CL10C270JB81PNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.10000	~									
C	1.350000e-008	1.500000e-008	1.650000e-008	-1.000000e-001	1.000000e-001	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10B153KB85PNC.pdf	1276-1964-1-ND	CL10B153KB85PNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	1.980000e-008	2.200000e-008	2.420000e-008	-1.000000e-001	1.000000e-001	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10B223KA85PNC.pdf	1276-1997-1-ND	CL10B223KA85PNC	Samsung Electro-Mechanics America, Inc	nan	25V	±10%	-55°C ~ 125°C	0.10000	~									
C	1.350000e-007	1.500000e-007	1.650000e-007	-1.000000e-001	1.000000e-001	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10B154KO8NFNC.pdf	1276-1971-1-ND	CL10B154KO8NFNC	Samsung Electro-Mechanics America, Inc	nan	16V	±10%	-55°C ~ 125°C	0.10000	~									
C	1.350000e-007	1.500000e-007	1.650000e-007	-1.000000e-001	1.000000e-001	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10B154KO8NNNC.pdf	1276-1972-1-ND	CL10B154KO8NNNC	Samsung Electro-Mechanics America, Inc	nan	16V	±10%	-55°C ~ 125°C	0.10000	~									
C	1.350000e-007	1.500000e-007	1.650000e-007	-1.000000e-001	1.000000e-001	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10B154KP8NNNC.pdf	1276-1973-1-ND	CL10B154KP8NNNC	Samsung Electro-Mechanics America, Inc	nan	10V	±10%	-55°C ~ 125°C	0.10000	~									
C	1.980000e-008	2.200000e-008	2.420000e-008	-1.000000e-001	1.000000e-001	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10B223KB85PNC.pdf	1276-2001-1-ND	CL10B223KB85PNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	1.620000e-008	1.800000e-008	1.980000e-008	-1.000000e-001	1.000000e-001	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10B183KA8NNNC.pdf	1276-1978-1-ND	CL10B183KA8NNNC	Samsung Electro-Mechanics America, Inc	nan	25V	±10%	-55°C ~ 125°C	0.10000	~									
C	1.620000e-008	1.800000e-008	1.980000e-008	-1.000000e-001	1.000000e-001	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10B183KB8NFNC.pdf	1276-1979-1-ND	CL10B183KB8NFNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	1.620000e-008	1.800000e-008	1.980000e-008	-1.000000e-001	1.000000e-001	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10B183KB8NNNC.pdf	1276-1980-1-ND	CL10B183KB8NNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	1.980000e-007	2.200000e-007	2.420000e-007	-1.000000e-001	1.000000e-001	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10B224KA8NFNC.pdf	1276-2009-1-ND	CL10B224KA8NFNC	Samsung Electro-Mechanics America, Inc	nan	25V	±10%	-55°C ~ 125°C	0.10000	~									
C	2.430000e-009	2.700000e-009	2.970000e-009	-1.000000e-001	1.000000e-001	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10B272KB8NFNC.pdf	1276-2021-1-ND	CL10B272KB8NFNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	2.430000e-009	2.700000e-009	2.970000e-009	-1.000000e-001	1.000000e-001	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10B272KB8NNNC.pdf	1276-2022-1-ND	CL10B272KB8NNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	3.050000e-012	3.300000e-012	3.550000e-012	-2.500000e-013	2.500000e-013	0	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10C3R3CB8NNNC.pdf	1276-1790-1-ND	CL10C3R3CB8NNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±0.25pF	-55°C ~ 125°C	0.10000	~									
C	2.450000e-012	2.700000e-012	2.950000e-012	-2.500000e-013	2.500000e-013	0	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10C2R7CB8NNNC.pdf	1276-2258-1-ND	CL10C2R7CB8NNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±0.25pF	-55°C ~ 125°C	0.10000	~									
C	3.350000e-012	3.600000e-012	3.850000e-012	-2.500000e-013	2.500000e-013	0	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10C3R6CB8NNNC.pdf	1276-2288-1-ND	CL10C3R6CB8NNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±0.25pF	-55°C ~ 125°C	0.10000	~									
C	5.100000e-012	5.600000e-012	6.100000e-012	-5.000000e-013	5.000000e-013	0	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10C5R6DB8NNNC.pdf	1276-2319-1-ND	CL10C5R6DB8NNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±0.5pF	-55°C ~ 125°C	0.10000	~									
C	5.700000e-012	6.200000e-012	6.700000e-012	-5.000000e-013	5.000000e-013	0	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10C6R2DB8NNNC.pdf	1276-2331-1-ND	CL10C6R2DB8NNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±0.5pF	-55°C ~ 125°C	0.10000	~									
C	8.600000e-012	9.100000e-012	9.600000e-012	-5.000000e-013	5.000000e-013	0	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10C9R1DB8NNNC.pdf	1276-2354-1-ND	CL10C9R1DB8NNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±0.5pF	-55°C ~ 125°C	0.10000	~									
C	4.230000e-007	4.700000e-007	5.170000e-007	-1.000000e-001	1.000000e-001	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10B474KO8NFNC.pdf	1276-2085-1-ND	CL10B474KO8NFNC	Samsung Electro-Mechanics America, Inc	nan	16V	±10%	-55°C ~ 125°C	0.10000	~									
C	6.120000e-008	6.800000e-008	7.480000e-008	-1.000000e-001	1.000000e-001	2	0603 (1608 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL10B683KB8NFNC.pdf	1276-2108-1-ND	CL10B683KB8NFNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
